"","Water.Control.Zone","Station","Dates","Sample.No","Depth","Volatile.Suspended.Solids..mg.L.","Unionised.Ammonia..mg.L.","Turbidity..NTU.","Total.Phosphorus..mg.L.","Total.Nitrogen..mg.L.","Total.Kjeldahl.Nitrogen..mg.L.","Total.Inorganic.Nitrogen..mg.L.","Temperature...C.","Suspended.Solids..mg.L.","Silica..mg.L.","Secchi.Disc.Depth..M.","Salinity..psu.","Phaeo.pigments..μg.L.","pH","Orthophosphate.Phosphorus..mg.L.","Nitrite.Nitrogen..mg.L.","Nitrate.Nitrogen..mg.L.","Faecal.Coliforms..cfu.100mL.","E..coli..cfu.100mL.","Dissolved.Oxygen..mg.L.","Dissolved.Oxygen...saturation.","Chlorophyll.a..μg.L.","Ammonia.Nitrogen..mg.L.","X5.day.Biochemical.Oxygen.Demand..mg.L.","site","phase"
"4847","Southern","ST1","2021-03-01",1,"Bottom Water","<0.5","0.003","4.1","0.06","0.72","0.65","0.21",20.4,"2.2","0.7",1.6,32.2,"0.9",7.8,"0.003","0.008","0.059","320","120",4.9,66,"1.3","0.14","0.8","CC","initial"
"4848","Southern","ST1","2021-05-05",1,"Surface Water","2.1","0.002","3.4","N/A","N/A","N/A","0.22",26,"8","0.86",2.7,31.8,"<0.2",7.5,"0.006","0.012","0.1","82","31",4,59,"1.4","0.11","0.6","CC","initial"
"4849","Southern","ST1","2021-05-05",1,"Middle Water","1.7","0.002","3.2","N/A","N/A","N/A","0.22",25.9,"8.1","0.88",2.7,31.9,"0.8",7.5,"0.008","0.007","0.092","220","80",4,60,"2.4","0.12","0.7","CC","initial"
"4850","Southern","ST1","2021-05-05",1,"Bottom Water","2.1","0.002","3.8","N/A","N/A","N/A","0.23",25.6,"8.8","0.86",2.7,32,"<0.2",7.5,"0.008","0.014","0.095","340","90",4,59,"1.7","0.12","0.6","CC","initial"
"4851","Southern","ST1","2021-06-02",1,"Surface Water","1.4","0.002","4.4","N/A","N/A","N/A","0.43",27.8,"3.8","0.66",2.2,26.5,"4.2",7.6,"0.008","0.051","0.27","830","320",5.4,79,"14","0.11","1.2","CC","initial"
"4852","Southern","ST1","2021-06-02",1,"Middle Water","1.2","0.002","4","N/A","N/A","N/A","0.42",27.7,"3.7","0.7",2.2,26.7,"2.8",7.5,"0.011","0.051","0.27","600","220",4.7,70,"14","0.1","1","CC","initial"
"4853","Southern","ST1","2021-06-02",1,"Bottom Water","1.4","0.002","9.8","N/A","N/A","N/A","0.44",27.4,"4.8","1",2.2,28,"2.4",7.4,"0.015","0.055","0.26","900","370",4.6,68,"13","0.12","0.8","CC","initial"
"4854","Southern","ST1","2021-07-14",1,"Surface Water","1.2","0.001","3.4","N/A","N/A","N/A","0.26",30.4,"5.1","0.3",2.6,27.3,"1.5",7.6,"0.005","0.027","0.17","21","7",4.6,71,"6","0.058","1.2","CC","middle"
"4855","Southern","ST1","2021-07-14",1,"Middle Water","1.3","0.001","3.9","N/A","N/A","N/A","0.25",29.9,"4.6","0.32",2.6,27.5,"1.7",7.5,"0.003","0.027","0.16","170","89",4.7,71,"10","0.064","1.6","CC","middle"
"4856","Southern","ST1","2021-07-14",1,"Bottom Water","1.4","0.001","4","N/A","N/A","N/A","0.27",29.2,"6.3","0.42",2.6,27.9,"2.3",7.5,"0.002","0.027","0.17","520","250",4.7,72,"11","0.074","1.2","CC","middle"
"4857","Southern","ST1","2021-09-13",1,"Surface Water","2.2","0.006","8.3","N/A","N/A","N/A","0.21",30.1,"11","1.5",2.6,31.5,"1.8",8,"<0.002","0.01","0.11","79","27",6,94,"10","0.088","1.2","CC","middle"
"4858","Southern","ST1","2021-09-13",1,"Middle Water","0.5","0.006","5.9","N/A","N/A","N/A","0.23",29.7,"1.8","1.6",2.6,31.5,"2",8,"<0.002","0.012","0.12","140","71",5.1,81,"9.4","0.099","4.4","CC","middle"
"4859","Southern","ST1","2021-09-13",1,"Bottom Water","0.5","0.005","6","N/A","N/A","N/A","0.22",29.5,"2","1.6",2.6,31.6,"1.9",8,"<0.002","0.011","0.11","150","82",4.7,73,"10","0.097","1.1","CC","middle"
"4860","Southern","ST1","2021-11-04",1,"Surface Water","1.2","0.001","9.8","0.06","0.61","0.48","0.21",26.3,"4.9","0.43",1.6,33,"1.3",7.6,"0.013","0.046","0.088","510","120",5.1,76,"11","0.074","1","CC","middle"
"4861","Southern","ST1","2021-11-04",1,"Middle Water","3.5","0.002","8.4","0.04","0.41","0.26","0.24",26.2,"15","0.45",1.6,33,"1.8",7.6,"0.015","0.048","0.098","160","80",5.8,86,"9.8","0.09","0.8","CC","middle"
"4862","Southern","ST1","2021-11-04",1,"Bottom Water","2.8","0.002","8.5","0.04","0.43","0.29","0.22",26.1,"12","0.43",1.6,33,"1",7.6,"0.015","0.047","0.088","220","80",5.1,76,"11","0.082","1","CC","middle"
"4863","Southern","ST1","2022-01-21",1,"Surface Water","1.2","0.001","7.7","0.04","0.74","0.58","0.28",19.2,"5.1","0.88",2,33.5,"0.5",7.5,"0.007","0.029","0.13","120","100",5.7,75,"1.2","0.12","0.3","CC","middle"
"4864","Southern","ST1","2022-01-21",1,"Middle Water","0.5","0.002","7.5","0.05","0.8","0.64","0.31",19.2,"4.6","0.88",2,33.5,"0.9",7.5,"0.018","0.029","0.13","230","190",5.6,74,"1.3","0.15","0.2","CC","middle"
"4865","Southern","ST1","2022-01-21",1,"Bottom Water","0.9","0.001","7.6","0.04","0.7","0.54","0.29",19.1,"5.5","0.88",2,33.5,"1.2",7.5,"0.017","0.028","0.13","2","1",6.3,83,"0.6","0.13","0.2","CC","middle"
"4866","Southern","ST1","2022-05-23",1,"Surface Water","1.5","0.004","6.4","0.04","0.36","0.19","0.22",25.5,"10","0.46",3,30.2,"0.7",8.2,"<0.002","0.007","0.16","240","95",5.7,82,"0.9","0.057","1.6","CC","middle"
"4867","Southern","ST1","2022-05-23",1,"Middle Water","1.8","0.005","6.3","0.03","0.55","0.38","0.23",25.6,"9.6","0.44",3,30.1,"0.6",8.2,"<0.002","0.007","0.16","280","88",5.5,80,"0.7","0.066","1.5","CC","middle"
"4868","Southern","ST1","2022-05-23",1,"Bottom Water","0.8","0.004","7.6","0.04","0.4","0.24","0.22",25.5,"8.2","0.49",3,30.8,"1",8.2,"0.004","0.006","0.15","360","77",6.5,95,"0.7","0.064","1.6","CC","middle"
"4869","Southern","ST1","2022-06-15",1,"Surface Water","<0.5","0.002","6.8","0.04","0.65","0.11","0.6",26.8,"3","2.8",1.7,24.2,"3.1",7.9,"<0.002","0.08","0.46","390","140",5.2,74,"4.5","0.062","0.9","CC","middle"
"4870","Southern","ST1","2022-06-15",1,"Middle Water","0.5","0.002","6.7","0.04","0.6","0.06","0.59",26.9,"2.7","2.7",1.7,24.2,"2.7",7.9,"<0.002","0.087","0.45","180","60",4.8,69,"4.4","0.05","0.8","CC","middle"
"4871","Southern","ST1","2022-06-15",1,"Bottom Water","0.5","0.002","6.7","0.03","0.56","0.11","0.5",26.6,"2.1","2.7",1.7,25.5,"1.8",7.8,"<0.002","0.066","0.38","530","290",5.3,76,"3.5","0.053","0.6","CC","middle"
"4872","Southern","ST1","2022-07-07",1,"Surface Water","1.5","0.002","7.7","0.04","0.98","0.16","0.87",28.2,"4","4.3",1.6,17.7,"0.8",7.8,"<0.002","0.021","0.8","350","50",5.7,81,"2.2","0.051","1.6","CC","final"
"4873","Southern","ST1","2022-07-07",1,"Middle Water","1","0.003","7.6","0.05","1.04","0.21","0.91",27.9,"2","4.2",1.6,18.6,"1.3",7.8,"<0.002","0.026","0.8","540","190",5.6,80,"1.6","0.083","1.3","CC","final"
"4874","Southern","ST1","2022-07-07",1,"Bottom Water","1.2","0.002","7.9","0.04","0.86","0.13","0.79",27.3,"3.4","3.8",1.6,22,"1.2",7.7,"<0.002","0.027","0.7","1300","490",5.3,76,"1.5","0.067","0.8","CC","final"
"4875","Southern","ST1","2022-09-15",1,"Surface Water","1.4","<0.001","32.7","0.08","0.44","0.36","0.12",29.7,"5","0.75",2.2,31.5,"4.6",7.5,"<0.002","0.011","0.071","210","42",5.8,90,"15","0.042","1.4","CC","final"
"4876","Southern","ST1","2022-09-15",1,"Middle Water","1.6","<0.001","41.8","0.08","0.45","0.38","0.12",29.6,"5.6","0.6",2.2,31.5,"4.5",7.4,"<0.002","0.01","0.061","190","67",5.4,84,"16","0.046","1.4","CC","final"
"4877","Southern","ST1","2022-09-15",1,"Bottom Water","1.4","0.001","49.7","0.09","0.43","0.36","0.14",29.4,"4.8","0.87",2.2,31.5,"4",7.4,"<0.002","0.012","0.058","130","70",6.3,99,"11","0.07","1","CC","final"
"4878","Southern","ST1","2022-11-21",1,"Surface Water","1.6","<0.001","48.9","0.17","0.58","0.52","0.12",24.7,"6.1","0.22",1.9,32.9,"8.6",7.3,"<0.002","0.009","0.05","470","140",6,88,"9.5","0.056","1.5","CC","final"
"4879","Southern","ST1","2022-11-21",1,"Middle Water","1.5","<0.001","52.8","0.08","0.32","0.26","0.12",24.7,"5.6","0.25",1.9,32.9,"7.3",7.3,"<0.002","0.008","0.051","480","150",7.9,115,"9.4","0.057","1.3","CC","final"
"4880","Southern","ST1","2022-11-21",1,"Bottom Water","1.2","<0.001","54.2","0.09","0.4","0.35","0.11",24.7,"4.3","0.2",1.9,32.9,"9.4",7.3,"<0.002","0.007","0.045","570","160",8,116,"9.2","0.055","2.5","CC","final"
"5259","Port Shelter","PM4","2020-06-19",1,"Surface Water","1.4","0.004","4.6","0.02","0.73","0.66","0.12",30.1,"7.8","0.25",2.9,26.8,"0.8",8.2,"0.004","0.01","0.062","3","<1",5.9,91,"2.4","0.051","1","SK","initial"
"5260","Port Shelter","PM4","2020-06-19",1,"Middle Water","1.6","0.004","1.5","0.02","0.94","0.89","0.1",30.3,"8.1","0.3",2.9,26.9,"0.7",8.1,"0.004","0.008","0.046","5","1",5.7,88,"2.7","0.045","1","SK","initial"
"5261","Port Shelter","PM4","2020-06-19",1,"Bottom Water","2","0.002","2","0.02","0.52","0.47","0.1",27.2,"12","0.44",2.9,31,"1",7.9,"0.003","0.009","0.044","3","<1",5.8,87,"3.3","0.043","1.3","SK","initial"
"5262","Port Shelter","PM4","2020-07-15",1,"Surface Water","1.2","0.002","1.4","0.04","0.19","0.19","0.04",29.7,"2.8","0.58",3,33.4,"0.4",7.9,"0.009","<0.002","<0.002","<1","<1",5.5,87,"0.9","0.032","1","SK","initial"
"5263","Port Shelter","PM4","2020-07-15",1,"Middle Water","0.6","0.001","1.6","0.07","0.25","0.25","0.03",30.1,"1.8","0.65",3,33.4,"0.3",7.9,"0.008","<0.002","<0.002","<1","<1",5,79,"0.9","0.023","0.8","SK","initial"
"5264","Port Shelter","PM4","2020-07-15",1,"Bottom Water","0.6","0.001","2.4","0.05","0.12","0.12","0.03",26.4,"1.7","0.67",3,35,"<0.2",8,"0.009","<0.002","<0.002","<1","<1",5.1,77,"1.3","0.028","1.1","SK","initial"
"5265","Port Shelter","PM4","2020-09-28",1,"Surface Water","1.5","<0.001","3.3","0.07","0.27","0.26","0.02",28.5,"3","0.6",2.4,31.2,"2",8,"0.004","<0.002","0.006","15","1",5.6,87,"8.9","0.013","1.3","SK","initial"
"5266","Port Shelter","PM4","2020-09-28",1,"Middle Water","1.5","<0.001","3.1","0.07","0.26","0.25","0.02",28.7,"3.1","0.63",2.4,31.4,"2.2",8,"0.005","<0.002","0.009","15","6",5.9,90,"7.5","0.009","1","SK","initial"
"5267","Port Shelter","PM4","2020-09-28",1,"Bottom Water","3.3","<0.001","3.2","0.07","0.26","0.25","0.02",28.7,"11","0.7",2.4,31.5,"2.4",8,"0.005","<0.002","0.008","12","2",5.8,89,"6.6","0.008","1.1","SK","initial"
"5268","Port Shelter","PM4","2020-10-28",1,"Surface Water","1.3","0.002","12.4","0.05","0.19","0.18","0.04",25,"3.1","0.58",2,33.2,"1.1",8,"0.016","0.003","<0.002","2","1",5.5,81,"2.8","0.034","1.1","SK","initial"
"5269","Port Shelter","PM4","2020-10-28",1,"Middle Water","0.8","<0.001","3.9","0.05","0.22","0.21","0.03",25.1,"2.7","0.58",2,33.3,"1.4",8,"0.003","0.004","<0.002","2","<1",5.9,86,"2.5","0.02","1.1","SK","initial"
"5270","Port Shelter","PM4","2020-10-28",1,"Bottom Water","1","<0.001","3.9","0.05","0.1","0.09","0.03",25.1,"3","0.56",2,33.3,"1.4",8,"0.019","0.002","0.003","<1","<1",5.5,81,"2.5","0.021","1","SK","initial"
"5271","Port Shelter","PM4","2020-11-12",1,"Surface Water","4.6","<0.001","4.3","0.07","0.26","0.25","0.02",23.5,"18","0.19",2.7,32.9,"2",7.9,"0.004","0.003","0.004","1","1",6.9,98,"3.6","0.015","0.9","SK","initial"
"5272","Port Shelter","PM4","2020-11-12",1,"Middle Water","5","<0.001","3.9","0.04","0.39","0.38","0.02",23.5,"21","0.19",2.7,33,"0.9",7.9,"0.006","<0.002","0.006","<1","<1",6.9,98,"5.2","0.01","1.1","SK","initial"
"5273","Port Shelter","PM4","2020-11-12",1,"Bottom Water","2.1","<0.001","4.1","0.05","0.44","0.43","0.02",23.4,"16","0.2",2.7,33,"1.5",7.9,"0.004","0.002","0.003","<1","<1",7.2,103,"4","0.018","1","SK","initial"
"5274","Port Shelter","PM4","2021-02-26",1,"Surface Water","3","0.001","3.4","0.05","0.46","0.45","0.05",20.7,"4.3","0.98",2.7,32.5,"1.1",7.9,"0.005","<0.002","0.005","<1","<1",5.2,70,"4.1","0.046","1.9","SK","initial"
"5275","Port Shelter","PM4","2021-02-26",1,"Middle Water","1.2","<0.001","2.8","0.09","0.22","0.21","0.04",20.5,"1.8","0.99",2.7,32.5,"0.9",7.9,"0.004","<0.002","0.006","1","<1",5.4,73,"7.3","0.035","3.1","SK","initial"
"5276","Port Shelter","PM4","2021-02-26",1,"Bottom Water","1.9","<0.001","2.6","0.04","0.38","0.37","0.05",20.4,"3.6","1",2.7,32.4,"0.5",7.9,"0.004","<0.002","0.006","1","1",5.4,73,"4.7","0.041","2.2","SK","initial"
"5277","Port Shelter","PM4","2021-03-15",1,"Surface Water","2.4","<0.001","2.6","0.04","0.29","0.29","0.03",21.6,"8.8","0.96",2.6,32.8,"<0.2",7.8,"0.006","<0.002","<0.002","1","1",4.9,68,"2.2","0.024","0.7","SK","initial"
"5278","Port Shelter","PM4","2021-03-15",1,"Middle Water","2.1","<0.001","2.6","0.04","0.16","0.16","0.02",21.4,"7.4","0.94",2.6,32.8,"0.2",7.8,"0.005","<0.002","<0.002","<1","<1",5.1,69,"2","0.018","0.7","SK","initial"
"5279","Port Shelter","PM4","2021-03-15",1,"Bottom Water","1.8","<0.001","2.6","0.04","0.08","0.08","0.03",21.2,"6.3","0.97",2.6,32.8,"<0.2",7.8,"0.005","<0.002","<0.002","<1","<1",5.4,74,"1.6","0.023","0.6","SK","initial"
"5280","Port Shelter","PM4","2021-04-14",1,"Surface Water","0.8","<0.001","3.2","0.05","0.72","0.71","0.07",25,"6.3","0.88",4.5,33.3,"<0.2",7.5,"0.008","<0.002","0.009","1","<1",4.7,69,"2.4","0.054","0.8","SK","initial"
"5281","Port Shelter","PM4","2021-04-14",1,"Middle Water","0.9","<0.001","2.4","0.05","0.52","0.51","0.07",25,"7.2","0.88",4.5,33.4,"1.3",7.5,"0.008","<0.002","0.011","1","<1",4.9,71,"1.4","0.055","0.6","SK","initial"
"5282","Port Shelter","PM4","2021-04-14",1,"Bottom Water","1","<0.001","2.5","0.05","0.67","0.66","0.06",24.8,"6.3","0.91",4.5,33.4,"0.6",7.5,"0.011","<0.002","0.009","<1","<1",4.6,67,"1.5","0.048","0.4","SK","initial"
"5283","Port Shelter","PM4","2021-05-20",1,"Surface Water","0.8","<0.001","3.1","N/A","N/A","N/A","0.02",30.2,"2","0.1",2.7,33.7,"0.6",7.5,"0.007","<0.002","<0.002","<1","<1",4.2,67,"2.2","0.018","1","SK","initial"
"5284","Port Shelter","PM4","2021-05-20",1,"Middle Water","0.9","<0.001","3.1","N/A","N/A","N/A","0.02",30.2,"2","0.1",2.7,33.7,"0.3",7.6,"0.007","<0.002","<0.002","<1","<1",4.3,68,"2.3","0.02","1.1","SK","initial"
"5285","Port Shelter","PM4","2021-05-20",1,"Bottom Water","1","<0.001","3","N/A","N/A","N/A","0.02",30,"1.5","0.08",2.7,33.6,"<0.2",7.6,"0.005","<0.002","<0.002","<1","<1",4.4,70,"2","0.014","1.3","SK","initial"
"5286","Port Shelter","PM4","2021-06-21",1,"Surface Water","19","<0.001","4.3","N/A","N/A","N/A","0.04",31,"2.9","0.46",2.2,32.1,"1.4",7.6,"0.005","<0.002","0.011","2","<1",4.9,78,"3.3","0.027","1.1","SK","initial"
"5287","Port Shelter","PM4","2021-06-21",1,"Middle Water","1.5","<0.001","3.6","N/A","N/A","N/A","0.04",29.8,"3.1","0.49",2.2,32.6,"1.6",7.6,"0.004","<0.002","<0.002","1","<1",4.3,69,"3.6","0.04","0.9","SK","initial"
"5288","Port Shelter","PM4","2021-06-21",1,"Bottom Water","1.7","<0.001","4.7","N/A","N/A","N/A","0.03",25.1,"4.5","0.92",2.2,34,"1.4",7.4,"0.003","<0.002","<0.002","2","2",4.1,61,"3.1","0.021","1","SK","initial"
"5289","Port Shelter","PM4","2021-07-21",1,"Surface Water","1","<0.001","4.9","N/A","N/A","N/A","0.14",27.5,"5.1","3",1.6,22.4,"0.5",7.4,"0.012","0.005","0.08","3500","300",4.8,69,"1.1","0.054","0.6","SK","middle"
"5290","Port Shelter","PM4","2021-07-21",1,"Middle Water","1","<0.001","3.5","N/A","N/A","N/A","0.12",27.9,"4.6","2.4",1.6,25.3,"<0.2",7.4,"0.008","0.003","0.063","1600","160",4.4,65,"1.1","0.058","0.8","SK","middle"
"5291","Port Shelter","PM4","2021-07-21",1,"Bottom Water","1.2","<0.001","3.2","N/A","N/A","N/A","0.11",28.7,"5.2","2.1",1.6,28.8,"0.4",7.5,"0.007","0.002","0.05","1500","120",4.1,61,"0.6","0.053","0.2","SK","middle"
"5292","Port Shelter","PM4","2021-08-09",1,"Surface Water","<0.5","<0.001","4.6","N/A","N/A","N/A","0.02",28.3,"1.8","0.49",2.1,31.6,"0.9",7.3,"<0.002","<0.002","<0.002","91","11",4.6,71,"3.6","0.018","0.8","SK","middle"
"5293","Port Shelter","PM4","2021-08-09",1,"Middle Water","1.2","<0.001","4.3","N/A","N/A","N/A","0.02",27.3,"4.8","0.55",2.1,32.7,"1.3",7.3,"0.005","<0.002","<0.002","64","7",4.5,68,"6.9","0.019","1.2","SK","middle"
"5294","Port Shelter","PM4","2021-08-09",1,"Bottom Water","1.7","<0.001","5.4","N/A","N/A","N/A","0.04",24.7,"4.6","0.67",2.1,34.2,"1",7.2,"0.006","0.004","0.012","81","8",4.7,68,"6","0.027","1","SK","middle"
"5295","Port Shelter","PM4","2021-09-15",1,"Surface Water","<0.5","0.003","8.6","N/A","N/A","N/A","0.07",29.7,"1.8","0.95",3.5,31.9,"0.3",8,"0.005","<0.002","0.027","6","1",4.6,73,"1","0.044","0.8","SK","middle"
"5296","Port Shelter","PM4","2021-09-15",1,"Middle Water","<0.5","0.003","4.8","N/A","N/A","N/A","0.07",29.4,"1.1","0.8",3.5,32.2,"0.2",8,"0.005","<0.002","0.022","1","<1",4.1,64,"1.1","0.045","0.9","SK","middle"
"5297","Port Shelter","PM4","2021-09-15",1,"Bottom Water","0.8","0.003","6","N/A","N/A","N/A","0.07",28.2,"1.3","0.92",3.5,33,"0.3",8,"<0.002","<0.002","0.02","6","<1",4.4,68,"1.3","0.05","0.8","SK","middle"
"5298","Port Shelter","PM4","2021-10-20",1,"Surface Water","0.8","0.002","7.2","N/A","N/A","N/A","0.04",27,"3.1","0.6",2.7,32.5,"<0.2",8,"0.005","<0.002","0.004","7","<1",5.7,86,"2.3","0.03","0.5","SK","middle"
"5299","Port Shelter","PM4","2021-10-20",1,"Middle Water","0.5","0.002","5.7","N/A","N/A","N/A","0.04",27,"2.4","0.57",2.7,32.6,"0.3",8,"0.006","<0.002","0.002","1","<1",6,90,"2.2","0.032","0.6","SK","middle"
"5300","Port Shelter","PM4","2021-10-20",1,"Bottom Water","0.7","0.002","6","N/A","N/A","N/A","0.04",26.9,"3.2","0.56",2.7,32.6,"<0.2",8,"0.006","<0.002","<0.002","<1","<1",5.4,82,"1.3","0.031","0.4","SK","middle"
"5301","Port Shelter","PM4","2021-11-17",1,"Surface Water","1.8","<0.001","9.7","0.06","0.62","0.61","0.04",23.9,"8.4","0.32",2.3,33.2,"<0.2",7.7,"0.006","<0.002","0.004","<1","<1",6.8,97,"1.6","0.035","0.8","SK","middle"
"5302","Port Shelter","PM4","2021-11-17",1,"Middle Water","0.9","<0.001","5.3","0.05","0.21","0.2","0.04",23.9,"1.5","0.3",2.3,33.2,"<0.2",7.7,"0.005","<0.002","0.003","10","7",6.2,90,"1.6","0.031","0.7","SK","middle"
"5303","Port Shelter","PM4","2021-11-17",1,"Bottom Water","0.6","<0.001","6","0.12","0.91","0.9","0.03",23.8,"1.5","0.31",2.3,33.2,"<0.2",7.7,"0.006","<0.002","0.003","6","5",5.8,83,"1.7","0.028","0.6","SK","middle"
"5304","Port Shelter","PM4","2021-12-13",1,"Surface Water","1.3","<0.001","9.2","0.02","0.08","0.07","0.04",21.1,"3.8","0.61",3,33.6,"0.8",7.6,"0.005","<0.002","0.005","<1","<1",6,81,"1.2","0.032","0.9","SK","middle"
"5305","Port Shelter","PM4","2021-12-13",1,"Middle Water","1.1","<0.001","6.1","<0.02","0.2","0.19","0.04",21.1,"3.8","0.68",3,33.6,"0.6",7.7,"0.006","<0.002","0.008","<1","<1",6.3,86,"1.5","0.026","0.8","SK","middle"
"5306","Port Shelter","PM4","2021-12-13",1,"Bottom Water","2.8","<0.001","7.1","0.04","0.75","0.74","0.03",21.1,"11","0.67",3,33.6,"0.6",7.7,"0.006","<0.002","0.007","3","1",5.7,79,"1.5","0.025","0.6","SK","middle"
"5307","Port Shelter","PM4","2022-01-24",1,"Surface Water","1.8","<0.001","6.2","0.03","0.35","0.35","0.03",18.9,"3","0.62",3,33.4,"1",7.7,"0.005","<0.002","<0.002","<1","<1",6.7,88,"4.5","0.021","1.5","SK","middle"
"5308","Port Shelter","PM4","2022-01-24",1,"Middle Water","2.8","<0.001","6","0.09","0.47","0.47","0.03",18.9,"6.2","0.62",3,33.4,"0.9",7.7,"0.005","<0.002","<0.002","<1","<1",7,92,"5.4","0.021","1.2","SK","middle"
"5309","Port Shelter","PM4","2022-01-24",1,"Bottom Water","4.3","<0.001","6","0.05","0.43","0.43","0.02",18.8,"16","0.61",3,33.5,"0.5",7.7,"0.005","<0.002","<0.002","<1","<1",6.7,88,"5.7","0.019","1.4","SK","middle"
"5310","Port Shelter","PM4","2022-02-07",1,"Surface Water","1.1","<0.001","6.3","0.02","0.5","0.46","0.07",17,"3","0.75",2.7,33.3,"0.6",7.4,"0.004","0.003","0.033","3","1",7.4,93,"2.9","0.029","0.7","SK","middle"
"5311","Port Shelter","PM4","2022-02-07",1,"Middle Water","1.1","<0.001","5.8","<0.02","0.58","0.56","0.05",17.2,"3.6","0.77",2.7,33.1,"0.5",7.4,"0.006","0.005","0.018","1","1",6.7,86,"2.9","0.029","0.6","SK","middle"
"5312","Port Shelter","PM4","2022-02-07",1,"Bottom Water","1.2","<0.001","6","<0.02","0.52","0.52","0.04",17.2,"3.7","0.8",2.7,33.1,"0.5",7.4,"0.006","<0.002","<0.002","1","1",6.4,81,"3","0.036","0.2","SK","middle"
"5313","Port Shelter","PM4","2022-04-06",1,"Surface Water","3.4","<0.001","5.9","0.02","0.47","0.47","0.02",21.1,"12","<0.05",2.7,31.7,"0.8",7.8,"<0.002","<0.002","<0.002","<1","<1",7.2,97,"3.1","0.013","1","SK","middle"
"5314","Port Shelter","PM4","2022-04-06",1,"Middle Water","3","<0.001","5.3","<0.02","0.21","0.21","0.03",21.1,"12","<0.05",2.7,31.7,"0.6",7.9,"<0.002","<0.002","<0.002","<1","<1",8.4,113,"1.1","0.021","1","SK","middle"
"5315","Port Shelter","PM4","2022-04-06",1,"Bottom Water","1","<0.001","5.6","<0.02","0.41","0.41","0.02",20.6,"2.4","0.07",2.7,31.8,"1.2",7.9,"<0.002","<0.002","<0.002","1","<1",8.9,119,"2.5","0.019","1.2","SK","middle"
"5316","Port Shelter","PM4","2022-05-19",1,"Surface Water","1.3","0.002","9.4","0.03","0.11","0.07","0.08",25.4,"5","0.7",2.7,31.5,"<0.2",8.1,"<0.002","<0.002","0.038","1","<1",5.5,81,"1","0.035","0.7","SK","middle"
"5317","Port Shelter","PM4","2022-05-19",1,"Middle Water","<0.5","0.002","6.1","0.03","0.22","0.18","0.08",25.2,"1.1","0.73",2.7,31.9,"<0.2",8.1,"<0.002","<0.002","0.042","<1","<1",5.9,86,"0.7","0.039","0.6","SK","middle"
"5318","Port Shelter","PM4","2022-05-19",1,"Bottom Water","1.2","0.002","6.5","0.02","0.13","0.09","0.07",25.2,"8.4","0.66",2.7,32.2,"<0.2",8.1,"<0.002","<0.002","0.034","<1","<1",5.5,80,"0.9","0.035","0.8","SK","middle"
"5319","Port Shelter","PM4","2022-06-01",1,"Surface Water","1.2","<0.001","10.4","0.02","0.85","0.84","0.02",28.7,"2.5","<0.05",3.8,31.5,"0.2",7.9,"<0.002","<0.002","0.01","<1","<1",5.9,91,"2.3","0.012","0.6","SK","middle"
"5320","Port Shelter","PM4","2022-06-01",1,"Middle Water","0.9","<0.001","6.6","0.02","0.12","0.11","0.03",28.9,"1.8","0.1",3.8,31.4,"0.8",7.9,"<0.002","<0.002","0.012","<1","<1",6.1,95,"1.9","0.015","0.4","SK","middle"
"5321","Port Shelter","PM4","2022-06-01",1,"Bottom Water","1.3","<0.001","6.6","0.02","0.17","0.15","0.03",26.2,"4.9","0.11",3.8,32.4,"<0.2",7.9,"<0.002","<0.002","0.017","<1","<1",6.1,90,"1.9","0.015","0.7","SK","middle"
"5322","Port Shelter","PM4","2022-07-25",1,"Surface Water","1.1","0.001","9.5","0.03","0.16","0.15","0.03",30.7,"2.3","0.96",2.2,30.9,"0.5",8.1,"<0.002","<0.002","0.009","10","3",5.6,88,"3.6","0.014","1.6","SK","final"
"5323","Port Shelter","PM4","2022-07-25",1,"Middle Water","1.1","<0.001","6.9","0.05","0.13","0.12","0.03",29.5,"2.2","1.2",2.2,31.6,"0.6",8,"<0.002","<0.002","0.011","6","<1",4.5,71,"2.9","0.015","1.6","SK","final"
"5324","Port Shelter","PM4","2022-07-25",1,"Bottom Water","1.2","<0.001","7.3","0.04","0.23","0.22","0.04",25.3,"3","1.6",2.2,34.4,"3",7.8,"0.008","0.002","0.009","6","2",5.1,75,"6","0.031","1.6","SK","final"
"5325","Port Shelter","PM4","2022-08-15",1,"Surface Water","0.9","<0.001","9.1","<0.02","0.16","0.15","0.03",30.7,"1.4","1.4",2.6,28.3,"1.3",7.9,"<0.002","<0.002","0.01","3","2",5.8,91,"2.2","0.019","1.4","SK","final"
"5326","Port Shelter","PM4","2022-08-15",1,"Middle Water","1.2","<0.001","6.4","<0.02","0.15","0.14","0.02",30.6,"2","1.4",2.6,28.4,"1.3",7.9,"<0.002","<0.002","0.01","1","<1",4.9,76,"1.7","<0.005","1.3","SK","final"
"5327","Port Shelter","PM4","2022-08-15",1,"Bottom Water","0.8","0.002","6.5","<0.02","0.25","0.22","0.08",29.7,"2","1.1",2.6,29.8,"1.3",7.9,"<0.002","0.002","0.03","1","1",5.1,78,"1.2","0.048","1","SK","final"
